node # | safety value | node capacity (max. no. of people that fit in the node)|  No. of people positioned at node


****** 0 ******
13	0.89	2	0
1	0.89	2	0
9	0.89	2	0
11	0.89	5	0
14	0.89	2	0
8	0.89	2	0
15	0.89	2	0
7	0.89	5	0
5	0.89	5	0
3	0.89	2	0
2	0.89	2	0
6	0.89	2	0
12	0.89	5	0
16	0.89	2	0
10	0.89	2	0
17	0.89	1	0
4	0.89	5	0


****** 1 ******
9	0.85	2	0
11	0.85	5	0
14	0.85	2	0
1	0.85	2	0
13	0.85	2	0
5	0.85	5	0
3	0.85	2	0
2	0.85	2	0
7	0.85	5	0
8	0.85	2	0
15	0.85	2	0
12	0.85	5	0
6	0.85	2	0
4	0.85	5	0
10	0.85	2	0
17	0.85	1	0
16	0.85	2	0


****** 2 ******
4	0.81	5	0
10	0.81	2	0
17	0.81	1	0
16	0.81	2	0
12	0.81	5	0
6	0.81	2	0
5	0.81	5	0
3	0.81	2	0
2	0.81	2	0
7	0.81	5	0
8	0.81	2	0
15	0.81	2	0
9	0.81	2	0
11	0.81	5	0
14	0.81	2	0
1	0.81	2	0
13	0.81	2	0


****** 3 ******
1	0.77	2	0
9	0.77	2	0
11	0.77	5	0
14	0.77	2	0
13	0.77	2	0
7	0.77	5	0
5	0.77	5	0
3	0.77	2	0
2	0.77	2	0
8	0.77	2	0
15	0.77	2	0
12	0.77	5	0
6	0.77	2	0
4	0.77	5	0
16	0.77	2	0
10	0.77	2	0
17	0.77	1	0


****** 4 ******
12	0.73	5	0
6	0.73	2	0
4	0.73	5	0
10	0.73	2	0
17	0.73	1	0
16	0.73	2	0
9	0.73	2	0
11	0.73	5	0
14	0.73	2	0
1	0.73	2	0
13	0.73	2	0
5	0.73	5	0
3	0.73	2	0
2	0.73	2	0
7	0.73	5	0
8	0.73	2	0
15	0.73	2	0


****** 5 ******
8	0.69	2	0
15	0.69	2	0
7	0.69	5	0
5	0.69	5	0
3	0.69	2	0
2	0.69	2	0
13	0.69	2	0
1	0.69	2	0
9	0.69	2	0
11	0.69	5	0
14	0.69	2	0
16	0.69	2	0
10	0.69	2	0
17	0.69	1	0
4	0.69	5	0
6	0.69	2	0
12	0.69	5	0


****** 6 ******
8	0.65	2	0
15	0.65	2	0
7	0.65	5	0
5	0.65	5	0
3	0.65	2	0
2	0.65	2	0
13	0.65	2	0
1	0.65	2	0
9	0.65	2	0
11	0.65	5	0
14	0.65	2	0
16	0.65	2	0
10	0.65	2	0
17	0.65	1	0
4	0.65	5	0
6	0.65	2	0
12	0.65	5	0


****** 7 ******
6	0.61	2	0
12	0.61	5	0
10	0.61	2	0
17	0.61	1	0
16	0.61	2	0
4	0.61	5	0
13	0.61	2	0
9	0.61	2	0
11	0.61	5	0
14	0.61	2	0
1	0.61	2	0
8	0.61	2	0
15	0.61	2	0
5	0.61	5	0
3	0.61	2	0
2	0.61	2	0
7	0.61	5	0


****** 8 ******
5	0.57	5	0
3	0.57	2	0
2	0.57	2	0
7	0.57	5	0
8	0.57	2	0
15	0.57	2	0
9	0.57	2	0
11	0.57	5	0
14	0.57	2	0
1	0.57	2	0
13	0.57	2	0
4	0.57	5	0
10	0.57	2	0
17	0.57	1	0
16	0.57	2	0
12	0.57	5	0
6	0.57	2	0


****** 9 ******
4	0.52	5	0
16	0.52	2	0
10	0.52	2	0
17	0.52	1	0
12	0.52	5	0
6	0.52	2	0
7	0.52	5	0
5	0.52	5	0
3	0.52	2	0
2	0.52	2	0
8	0.52	2	0
15	0.52	2	0
1	0.52	2	0
9	0.52	2	0
11	0.52	5	0
14	0.52	2	0
13	0.52	2	0


****** 0 ******
13	0.89	2	0
1	0.89	2	0
9	0.89	2	0
11	0.89	5	0
14	0.89	2	0
8	0.89	2	0
15	0.89	2	0
7	0.89	5	0
5	0.89	5	0
3	0.89	2	0
2	0.89	2	0
6	0.89	2	0
12	0.89	5	0
16	0.89	2	0
10	0.89	2	0
17	0.89	1	0
4	0.89	5	0


****** 1 ******
9	0.85	2	0
11	0.85	5	0
14	0.85	2	0
1	0.85	2	0
13	0.85	2	0
5	0.85	5	0
3	0.85	2	0
2	0.85	2	0
7	0.85	5	0
8	0.85	2	0
15	0.85	2	0
12	0.85	5	0
6	0.85	2	0
4	0.85	5	0
10	0.85	2	0
17	0.85	1	0
16	0.85	2	0


****** 2 ******
4	0.81	5	0
10	0.81	2	0
17	0.81	1	0
16	0.81	2	0
12	0.81	5	0
6	0.81	2	0
5	0.81	5	0
3	0.81	2	0
2	0.81	2	0
7	0.81	5	0
8	0.81	2	0
15	0.81	2	0
9	0.81	2	0
11	0.81	5	0
14	0.81	2	0
1	0.81	2	0
13	0.81	2	0


****** 3 ******
1	0.77	2	0
9	0.77	2	0
11	0.77	5	0
14	0.77	2	0
13	0.77	2	0
7	0.77	5	0
5	0.77	5	0
3	0.77	2	0
2	0.77	2	0
8	0.77	2	0
15	0.77	2	0
12	0.77	5	0
6	0.77	2	0
4	0.77	5	0
16	0.77	2	0
10	0.77	2	0
17	0.77	1	0


****** 4 ******
12	0.73	5	0
6	0.73	2	0
4	0.73	5	0
10	0.73	2	0
17	0.73	1	0
16	0.73	2	0
9	0.73	2	0
11	0.73	5	0
14	0.73	2	0
1	0.73	2	0
13	0.73	2	0
5	0.73	5	0
3	0.73	2	0
2	0.73	2	0
7	0.73	5	0
8	0.73	2	0
15	0.73	2	0


****** 5 ******
8	0.69	2	0
15	0.69	2	0
7	0.69	5	0
5	0.69	5	0
3	0.69	2	0
2	0.69	2	0
13	0.69	2	0
1	0.69	2	0
9	0.69	2	0
11	0.69	5	0
14	0.69	2	0
16	0.69	2	0
10	0.69	2	0
17	0.69	1	0
4	0.69	5	0
6	0.69	2	0
12	0.69	5	0


****** 6 ******
8	0.65	2	0
15	0.65	2	0
7	0.65	5	0
5	0.65	5	0
3	0.65	2	0
2	0.65	2	0
13	0.65	2	0
1	0.65	2	0
9	0.65	2	0
11	0.65	5	0
14	0.65	2	0
16	0.65	2	0
10	0.65	2	0
17	0.65	1	0
4	0.65	5	0
6	0.65	2	0
12	0.65	5	0


****** 7 ******
6	0.61	2	0
12	0.61	5	0
10	0.61	2	0
17	0.61	1	0
16	0.61	2	0
4	0.61	5	0
13	0.61	2	0
9	0.61	2	0
11	0.61	5	0
14	0.61	2	0
1	0.61	2	0
8	0.61	2	0
15	0.61	2	0
5	0.61	5	0
3	0.61	2	0
2	0.61	2	0
7	0.61	5	0


****** 8 ******
5	0.57	5	0
3	0.57	2	0
2	0.57	2	0
7	0.57	5	0
8	0.57	2	0
15	0.57	2	0
9	0.57	2	0
11	0.57	5	0
14	0.57	2	0
1	0.57	2	0
13	0.57	2	0
4	0.57	5	0
10	0.57	2	0
17	0.57	1	0
16	0.57	2	0
12	0.57	5	0
6	0.57	2	0


****** 9 ******
4	0.52	5	0
16	0.52	2	0
10	0.52	2	0
17	0.52	1	0
12	0.52	5	0
6	0.52	2	0
7	0.52	5	0
5	0.52	5	0
3	0.52	2	0
2	0.52	2	0
8	0.52	2	0
15	0.52	2	0
1	0.52	2	0
9	0.52	2	0
11	0.52	5	0
14	0.52	2	0
13	0.52	2	0


****** 0 ******
13	0.89	2	0
1	0.89	2	0
9	0.89	2	0
11	0.89	5	0
14	0.89	2	0
8	0.89	2	0
15	0.89	2	0
7	0.89	5	0
5	0.89	5	0
3	0.89	2	0
2	0.89	2	0
6	0.89	2	0
12	0.89	5	0
16	0.89	2	0
10	0.89	2	0
17	0.89	1	0
4	0.89	5	0


****** 1 ******
9	0.85	2	0
11	0.85	5	0
14	0.85	2	0
1	0.85	2	0
13	0.85	2	0
5	0.85	5	0
3	0.85	2	0
2	0.85	2	0
7	0.85	5	0
8	0.85	2	0
15	0.85	2	0
12	0.85	5	0
6	0.85	2	0
4	0.85	5	0
10	0.85	2	0
17	0.85	1	0
16	0.85	2	0


****** 2 ******
4	0.81	5	0
10	0.81	2	0
17	0.81	1	0
16	0.81	2	0
12	0.81	5	0
6	0.81	2	0
5	0.81	5	0
3	0.81	2	0
2	0.81	2	0
7	0.81	5	0
8	0.81	2	0
15	0.81	2	0
9	0.81	2	0
11	0.81	5	0
14	0.81	2	0
1	0.81	2	0
13	0.81	2	0


****** 3 ******
1	0.77	2	0
9	0.77	2	0
11	0.77	5	0
14	0.77	2	0
13	0.77	2	0
7	0.77	5	0
5	0.77	5	0
3	0.77	2	0
2	0.77	2	0
8	0.77	2	0
15	0.77	2	0
12	0.77	5	0
6	0.77	2	0
4	0.77	5	0
16	0.77	2	0
10	0.77	2	0
17	0.77	1	0


****** 4 ******
12	0.73	5	0
6	0.73	2	0
4	0.73	5	0
10	0.73	2	0
17	0.73	1	0
16	0.73	2	0
9	0.73	2	0
