node # | safety value | node capacity (max. no. of people that fit in the node)|  No. of people positioned at node


******0******
11	0.99	5	0
13	0.88	2	1
5	0.98	5	1
7	0.97	5	0
12	0.9	5	0
10	0.96	2	0
4	0.96	5	1
16	0.95	2	0
14	0.95	2	2
1	0.95	2	0
6	0.92	2	1
2	0.86	2	0
8	1.0	2	2
3	0.91	2	2
15	0.9	2	0
17	0.92	1	0
9	0.91	2	0
******1******
13	0.89	2	1
17	0.87	1	0
9	0.88	2	0
16	0.96	2	0
15	0.89	2	0
7	0.99	5	0
2	0.88	2	0
10	0.95	2	0
6	0.87	2	1
14	0.97	2	2
3	0.89	2	2
5	1.0	5	1
12	0.88	5	0
1	0.96	2	0
8	0.94	2	2
4	0.92	5	1
11	0.93	5	0
******2******
16	0.91	2	0
12	0.82	5	0
11	0.92	5	0
7	0.97	5	0
17	0.87	1	0
14	0.98	2	2
15	0.88	2	0
8	0.92	2	2
6	0.87	2	1
3	0.89	2	2
10	0.97	2	0
9	0.82	2	0
5	1.0	5	1
13	0.91	2	1
1	0.91	2	0
2	0.9	2	0
4	0.88	5	1
******3******
9	0.77	2	0
16	0.91	2	0
13	0.92	2	1
10	0.91	2	0
17	0.81	1	0
4	0.91	5	1
6	0.87	2	1
2	0.92	2	0
7	0.92	5	0
14	0.95	2	2
8	0.93	2	2
3	0.86	2	2
15	0.87	2	0
11	0.94	5	0
12	0.76	5	0
1	0.87	2	0
5	0.95	5	1
******4******
9	0.77	2	0
11	0.89	5	0
12	0.72	5	0
1	0.88	2	0
14	0.88	2	2
8	0.92	2	2
17	0.79	1	0
4	0.9	5	1
13	0.9	2	1
3	0.87	2	2
2	0.87	2	0
6	0.8	2	1
7	0.93	5	0
10	0.88	2	0
5	0.95	5	1
16	0.92	2	0
15	0.82	2	0
******5******
13	0.92	2	1
6	0.79	2	1
12	0.72	5	0
11	0.88	5	0
1	0.83	2	0
14	0.83	2	2
9	0.73	2	0
2	0.81	2	0
3	0.86	2	2
8	0.87	2	2
10	0.84	2	0
16	0.88	2	0
7	0.94	5	0
15	0.79	2	0
5	0.94	5	1
4	0.88	5	1
17	0.77	1	0
******6******
16	0.86	2	0
13	0.92	2	1
11	0.84	5	0
1	0.76	2	0
17	0.72	1	0
8	0.89	2	2
6	0.74	2	1
9	0.69	2	0
